,review-star-rating,review-title,review-date,avp-badge,review-body,helpful-vote-statement,review-id,review-image-tile,product_name,ASIN,star_rating,product_id,helpful_votes
503,2.0 out of 5 stars,Overall good protection. But totally opposite if u sweat excessively/ not workout friendly,2019-03-24,Verified Purchase,Absolutely superb.  Total round protection including the screen.U never know its a case.But then it all stops there. !!!Only one major problem is if water or sweat gets inside then u need to remove and clean it else with the ware layer formed on the screen u cannot operate the  screen.  Its a pain especially when u r working out.So back to square one.,6 people found this helpful,RZ6319BPY18Z0,,TASLAR-Anti-Scratch-Lightweight-Protective-Compatible,B07LBSTXHS,2.0,B07LBSTXHS,6
504,4.0 out of 5 stars,Price on the higher side otherwise its OK good protection for my apple watch series 4 44mm,2019-04-24,Verified Purchase,I am using for my apple watch series 4 44 mm.. Product is good but sometimes the touch screen dose not work properly due to the cover and the watch glows now and then but otherwise its a good protector.. The price is on the higher side if its around 200 then its a good anyway it only costs that much itself..,4 people found this helpful,RG69TR2O1OPOP,,TASLAR-Anti-Scratch-Lightweight-Protective-Compatible,B07LBSTXHS,4.0,B07LBSTXHS,4
505,5.0 out of 5 stars,Excellent Protection without spoiling the look of the watch.,2019-02-17,Verified Purchase,"It’s a perfect protection for your expensive watch.. it is a silicon case, initially it is bit tiering to install it. It won’t spoil the look of your watch and you can flaunt it with the protection.. only con what I observed after 20 days of usage is that sometimes the sweat goes inside the case when you do intense exercise.. so every time you need to remove the cover wipe it and put it again.. I will rate 8 out of 10 for this product.",4 people found this helpful,REXT1Z66Z729H,,TASLAR-Anti-Scratch-Lightweight-Protective-Compatible,B07LBSTXHS,5.0,B07LBSTXHS,4
506,5.0 out of 5 stars,Good one ! Must get this ! Check out below,2019-08-21,Verified Purchase,"Product is absolutely perfect that fits your watch ! And also it’s well protects your screen and edges/bezels.Dislikes i would tell that rarely the touch might missed out apart from that overall a good product you must buy it if you want to protect your watch from dust, scratches and falls.For those who travelling by bike/ train  / outdoor/indoor games / college students / working in automobile/ gym / yoga / running/ while meeting naughty friends / during party / fighting with frds/ bros/ sisters etc YOU MUST AVAIL THIS TO SAFE OUR VALUABLE WATCH !! Good luck",One person found this helpful,R28T2SVAV7SD96,,TASLAR-Anti-Scratch-Lightweight-Protective-Compatible,B07LBSTXHS,5.0,B07LBSTXHS,One
507,5.0 out of 5 stars,the most perfect protective case there is,2019-01-30,Verified Purchase,"it covers the full watch including the watch face, it wont fall off like other cases as it comes around the strap, it is really thin so blends well and it doesn't stick to the watch screen like other cases, u do not need a screen guard and the hassle of changing the screen guard every time. much needed case for protecting the apple watch",3 people found this helpful,R22K18L2YRIP8G,,TASLAR-Anti-Scratch-Lightweight-Protective-Compatible,B07LBSTXHS,5.0,B07LBSTXHS,3
508,3.0 out of 5 stars,Watch lools good but the display looks cheap as u can see in the picture,2019-02-22,Verified Purchase,Looks good in gold colour but visibility is the worst thing i dont even think so ki it’s transparent just look in the picture and see the dots of the cover and touch is not at all responsive and why is this cover starting the workout app again and again,4 people found this helpful,R22QLBXAFFTX85,,TASLAR-Anti-Scratch-Lightweight-Protective-Compatible,B07LBSTXHS,3.0,B07LBSTXHS,4
509,2.0 out of 5 stars,Bad product.,2019-10-24,Verified Purchase,Very bad build quality. It can’t stand on table despite of slipping pad. Very light weight. Apple Watch charging cable also not getting inserted properly. They are not providing refund. It is only eligible for replacement. Such issue will raise again even if it replaced with another piece.,,RLG2F0NTLOKTU,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,2.0,B07HP2JV3C,0
510,4.0 out of 5 stars,Useful but be cautious for cord.,2019-05-10,Verified Purchase,Sturdy but cord could be damaged using it.,2 people found this helpful,R3KR0NE2LPUIPV,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,4.0,B07HP2JV3C,2
511,5.0 out of 5 stars,Worth for money 👍🏻,2019-09-27,Verified Purchase,"The product is good as well as packing too. Its perfectly suited for my iWatch and charger. Also, to compare my current stand its quite stronger and nice.Good job.👍🏻",,R7O1XGPPXH1OF,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,5.0,B07HP2JV3C,0
512,5.0 out of 5 stars,Go for it 👍,2019-09-15,Verified Purchase,Made my life so easy ! This plastic charging PC is so perfect so my Apple Watch series 4. Charges very fastly and is portable so I can carry it anywhere with me.Thanks for such amazing product in such good price.,,R6LKHNJN1BP93,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,5.0,B07HP2JV3C,0
513,1.0 out of 5 stars,Bad product design,2019-06-15,Verified Purchase,"The wire gets bent when put on the stand. Unless you want to damage your wired charger, don’t buy.",,R24U4SBX55BS2R,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,1.0,B07HP2JV3C,0
514,2.0 out of 5 stars,Bad product,2019-05-13,Verified Purchase,Waste of money. Not worth buying !,,R1QJJFC9KL1691,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,2.0,B07HP2JV3C,0
515,4.0 out of 5 stars,Good product but some time it fell down because it is very light weight....,2019-06-14,Verified Purchase,Good product but some time it fell down because it is very light weight....,,R1RAQA16DBFRIT,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,4.0,B07HP2JV3C,0
516,5.0 out of 5 stars,Very nice products,2018-12-02,Verified Purchase,Very nive,,R57RDMPC5M23C,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,5.0,B07HP2JV3C,0
517,4.0 out of 5 stars,Worth,2019-08-20,Verified Purchase,Nice product,,R1AX8ZX9JNQPTO,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,4.0,B07HP2JV3C,0
518,5.0 out of 5 stars,Nice apple watch dock stand,2018-10-22,Verified Purchase,Nice apple watch dock stand,,R1BR38E13D27GH,,AE-Accessories-Rechargeable-Plastic-Charging,B07HP2JV3C,5.0,B07HP2JV3C,0
519,3.0 out of 5 stars,average,2019-06-19,Verified Purchase,charger not working properly,,RRJS5QDZXETCS,,Leoie-Wireless-Portable-Magnetic-Accessories,B07R1T1MZV,3.0,B07R1T1MZV,0
520,1.0 out of 5 stars,Bad quality,2019-10-27,Verified Purchase,Apple watch has stopped charging after 2 days and phone charging is very very slow.,,R3JP88DRVS3NOV,,ShopyUnlimited-Wireless-Charging-Android-Charger,B07W9D2F8X,1.0,B07W9D2F8X,0
521,4.0 out of 5 stars,Perfect buy,2018-11-12,Verified Purchase,I bought black which looks great with Good quality.The charger for Apple Watch doesn’t stay in place so I had to use both-side-glued tape for that and it is sorted. Everything else is fine and stays in place. Lol. Lastly it’s a great buy in this price.,One person found this helpful,R3RJGTZZDV98HT,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,4.0,B07K2XQDKV,One
522,4.0 out of 5 stars,Product review,2018-12-28,Verified Purchase,"Well the quality is good. Material is also good. But the slot for Apple Watch is not up to the mark,it slips from its place, if u stick a double tape then the problem is sorted. I think they should fix this problem and then sell this product.",2 people found this helpful,R2K8AUMYLITI7Y,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,4.0,B07K2XQDKV,2
523,5.0 out of 5 stars,A very good buy,2019-05-13,Verified Purchase,"I bought a good adapter, and wire collector along with this to complete my set. It's just right.",,R1N49Y83VIHL7E,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,5.0,B07K2XQDKV,0
524,5.0 out of 5 stars,Awesome Product,2019-03-09,Verified Purchase,"Awesome product ,Much  needed 3 in 1  stand ,Neatly packed .Overall worth for money 👍🏻",,R3RVBF5GG41W7G,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,5.0,B07K2XQDKV,0
525,5.0 out of 5 stars,Bad product,2019-07-13,Verified Purchase,Very very bad product.,,RONLDK2JLSZV9,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,5.0,B07K2XQDKV,0
526,3.0 out of 5 stars,"Not bad, but may broke your cable while using it",2018-11-13,Verified Purchase,Quality is okSpace to place watch is quite less and sometimes it just slipped,,R3M23X5AG9IIOQ,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,3.0,B07K2XQDKV,0
527,1.0 out of 5 stars,waste of money,2019-06-13,Verified Purchase,Not so useful. waste of money,One person found this helpful,R2U2KUBFFTXOMN,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,1.0,B07K2XQDKV,One
528,5.0 out of 5 stars,Satisfying quality and design.,2019-07-27,Verified Purchase,Great product. Satisfies my expectations.,,R30EQMT7466R77,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,5.0,B07K2XQDKV,0
529,5.0 out of 5 stars,Super product Quilitty super,2019-07-21,Verified Purchase,Superb product,,R3S2FYFZZ9LBNE,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,5.0,B07K2XQDKV,0
530,1.0 out of 5 stars,Average item,2019-06-20,Verified Purchase,Not value for money,,R7IBDGL0VGZHC,,GADGETS-WRAP-Silicone-Charging-Airpods,B07K2XQDKV,1.0,B07K2XQDKV,0
531,3.0 out of 5 stars,only if you want to keep mobile/ipad in upright position on flat surfaces(e.g study table),2018-08-14,Verified Purchase,"Like:+ Build quality is very good.+ Very solid to hold and heavy, yet simpler design.+ Strongly holds the position. You can tap on your ipad , but it does not shake.+ Packaging of the product (not of Amazon) is of international standards.Dislike- Unreasonable Price. I got it for 599 /- . IMHO , it should be not more than 300-350 /-- Does not work on uneven surfaces like bed, simply topples. My tip here is , use a hard flat surface like cardboard or box on bed and then use it.- The slanting adjustments are of 3-4 fixations. In other words, you cannot vary the slant as per your wish.- I wish the supporting leg(the one that stays in the back and gives the needed support) of the stand could have been longer.That is because for shorter inclinations , the stand becomes unstable for IPads/mobiles. It topples.",33 people found this helpful,R2P35QL8YWUBZC,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,3.0,B01IJ5A2UA,33
532,5.0 out of 5 stars,Very good,2018-07-30,Verified Purchase,"Amazing product - a good phone/ tablet stand with an option to change the angle. Very very useful if you use your phone to watch videos or for video calling, regularly. The look is also very classy and durable.Photo - for the maximum angle possible.Just note that it does not have an opening at the bottom for the charging cable. So you cant charge it simultaneously, if the phone is kept in portrait mode.",17 people found this helpful,R2ZDIXPDBEUPGM,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,5.0,B01IJ5A2UA,17
533,5.0 out of 5 stars,easily holds my ipad pro 12.9 along with its cover,2018-05-26,Verified Purchase,easily holds my ipad pro 12.9 along with its cover. Looks steady and solid.Very good product. However its heavy and metallic- so take care around expensive electronics.loading some images for reference. Highly recommended.,16 people found this helpful,R3LGD08W8FDV80,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,5.0,B01IJ5A2UA,16
534,4.0 out of 5 stars,Well designed.,2018-01-25,Verified Purchase,Nice design. Solid build and sturdy. Serves its purpose well. Rubber insert at the bottom and pads on the  back rest ensure that your device never gets scratched. Foldable and hence portable. Easy to carry on travel. One star less for the high cost. But then quality costs. No regrets.,11 people found this helpful,RMNTO07IJOPAP,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,4.0,B01IJ5A2UA,11
535,4.0 out of 5 stars,First Impressions,2018-01-19,Verified Purchase,I received  the package today and was surprised with the sturdy quality of Amazon basics mobile/tablet/ereader stand. You have to push side button to adjust the angle. There is a cut out for home button but no cut out for back and recents button. You can switch to software buttons if your phone settings allow it. Will update my review after a few days of use. You can reach out to me on twitter at,10 people found this helpful,R33RKRQHDOPFRV,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,4.0,B01IJ5A2UA,10
536,5.0 out of 5 stars,"Nice finish, Study Built and Appealing Looks.",2018-04-24,Verified Purchase,"AmazonBasics has got some very good products. This is one among them. I am using it for My Cell phone and A Tab. Because I liked the product, I purchased the second one as well. Very nice finish, study built and very appealing looks. You can also use it while charging.  I recommend you buy the product. Cloudtail the seller too is Amazing",8 people found this helpful,R3HFJSFZCDYVIW,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,5.0,B01IJ5A2UA,8
537,5.0 out of 5 stars,Excellent Stand for Tablet and Mobile,2017-12-20,Verified Purchase,"It is an excellent Tablet / Mobile holder that i was searching for a while. It is a sturdy material and holds firmly my Alcatel A3 10, 10.1 inch tablet and Mi Max phone in both the directions, horizontally and vertically. It is compact and angles can be easily adjusted using the side push button. Moreover, it comes with one year warranty as well and i don't find any other similar product comes with warranty. But, Amazon Basics Stands have it.",8 people found this helpful,R2TD8650G8MO5U,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,5.0,B01IJ5A2UA,8
538,5.0 out of 5 stars,This stand rocks! Perfect for travel and home/office use.,2018-06-17,Verified Purchase,"This a must have accessory if you have a tablet, especially sizable ones like say the iPad. The weight and the design of this make it versatile and stable.The design is minimalist and clever. A button at bottom of the folding edge of the stand is used to change the angle of the stand and can be used to fold or lock it away for storage. It might weigh a couple of hundred grams but it can be used anywhere. Especially, on a non-rigid surface like a bed/mattress/couch, should you need to set it up on there, it will still remain stable. This makes it versatile.The powder coated metal body is elegant left to itself. And will blend in with your table top like a contemporary showpiece.Could be better: The moulded rubber piece on which the tab rests is not secured. It keeps falling off. I don't want to spoil the look by taping it down. But, if this were secured from the factory, it'd be perfect.Nevertheless a perfect item for own use and for gifting.",3 people found this helpful,RQH9OACCPW3E8,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,5.0,B01IJ5A2UA,3
539,5.0 out of 5 stars,Very good quality and engineering,2018-04-28,Verified Purchase,I just received my product and I have to say I am very satisfied with it. It is sturdy and very well thought out.There are rubber pads to make sure your device won’t move needlessly. The rubber for the stand part is removeable so it can be used for large/thick devices too.I got it in the black colour and unlike what other reviewers said it looks quite nice. It’s muted and in matte finish and is not shiny which I am very happy with.,6 people found this helpful,RHS4GZ9JUEA4T,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,5.0,B01IJ5A2UA,6
540,3.0 out of 5 stars,Not designed for iPads,2018-09-05,Verified Purchase,"I purchased this stand because my logitech keyboard could not accomodate the iPad along with its cover. While the stand is well designed and sturdy, it’s not designed to house large tablets. Anything upto 7-8 inch max would fit properly but if you plan to stick your ipad 9.7 or 10.5 into this, then please rethink your options. The stand wobbles unless you extend it by atleast 45 degrees and even then it’s not too stable. There’s always a risk of toppling over.I managed to fix the problem by using layers of double sided tape to create a makeshift base for the stand. That’s why I’m giving 3 stars. Else I would have given 1 star because Amazon promotes the stand with an iPad pic.",2 people found this helpful,R25U7NKNZQ3PJ5,,AmazonBasics-Multi-Angle-Portable-Tablets-readers,B01IJ5A2UA,3.0,B01IJ5A2UA,2
541,5.0 out of 5 stars,Nuce,2019-07-19,Verified Purchase,Good one for travelling,,R35MEAIT90V5GO,,BEESCLOVER-Magnetic-Wireless-Portable-Accessory,B07PNQ3253,5.0,B07PNQ3253,0
542,1.0 out of 5 stars,Watch Without Strap....The Belt Hangs Out in Watch...,2019-08-13,Verified Purchase,kindly replace the item asap....watch is being send without the strap....Belt hangs out Without Strap.....,18 people found this helpful,R1W78UAT2CRFEZ,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,1.0,B07VNT5NG9,18
543,5.0 out of 5 stars,working great,2019-08-21,Verified Purchase,Great features at this priceThe user interface is greatBest watch at this price,13 people found this helpful,R17EDT819QQMRI,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,5.0,B07VNT5NG9,13
544,1.0 out of 5 stars,"Again e-waste sent , threw out of my house, lost my money because of Amazon",2019-09-21,Verified Purchase,"This is a return item, original purchased it was horrible with multiple complaint like swallow battery, no touch working, etc.Now the replaced item has touch functionality but claimed applications like whatsapp facebook couldn't be launched.Moreover how can I person do video call if he can't install any VC application , means, you can't install any application.Hence, I have threw it away from my home, so that I should not have waste in my home.But not sure, why Amazon and Manufacturer sent such pathetic things, do they want India to be e-waste dump country ??Not a good experience at all with Amazon, thinking to close the account with amazon.Lost my money because of Amazon.",9 people found this helpful,R2DOZE1UZ2NN1P,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,1.0,B07VNT5NG9,9
545,1.0 out of 5 stars,Poor quality products,2019-10-03,Verified Purchase,Poor quality product. Kindly refund my amount ASAP.Battery becomes fatty in 10 days.,3 people found this helpful,R1CNOL3GV2R8LJ,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,1.0,B07VNT5NG9,3
546,4.0 out of 5 stars,Ok to serve the purpose,2019-10-28,Verified Purchase,Just ok. Serves the purpose but battery is a problem.We do t use features other than calling but still it drains out quickly.Still value for money spent,,R3GOWO4S9H3MEL,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,4.0,B07VNT5NG9,0
547,2.0 out of 5 stars,Bad experience,2019-09-23,Verified Purchase,There is no battery backup at all. It's battery hardly last for an hour. Very bad experience with this product.,2 people found this helpful,R1SML4S9QX77DN,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,2.0,B07VNT5NG9,2
548,1.0 out of 5 stars,A BAD PRODUCT,2019-09-14,Verified Purchase,This product is very dirty and bad product don't buy this product,2 people found this helpful,R1VGI8P5ELIHKR,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,1.0,B07VNT5NG9,2
549,1.0 out of 5 stars,No working,2019-10-07,Verified Purchase,Watch is not working.,2 people found this helpful,R3BCMRN4CJYNHL,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,1.0,B07VNT5NG9,2
550,2.0 out of 5 stars,Very bad disappointing,2019-11-13,Verified Purchase,Very bad sim is not working no network in it very disappointing product,One person found this helpful,REYHECGMS8DP4,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,2.0,B07VNT5NG9,One
551,5.0 out of 5 stars,👍👍👍,2019-11-20,Verified Purchase,👌👌👌👌👌👌👍,,R3UCHVT3ERBTBP,,Styleflix-Smartwatch-Bluetooth-Supported-Fitness,B07VNT5NG9,5.0,B07VNT5NG9,0
552,5.0 out of 5 stars,Good buy,2019-07-25,Verified Purchase,"Makes life so much easier when you just have to place your Apple Watch on the stand without worrying about it sliding off. Compact, easy to install, soft to the touch, won’t scratch or damage Apple Watch. Good buy.",4 people found this helpful,R2X925SG2EBJB3,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,4
553,3.0 out of 5 stars,Cheating,2018-12-02,Verified Purchase,"Good product, excellent quality.But the package mentioned MRP ₹299 for which amazon charged ₹399. On my complaint , amazon refunded ₹100 but product still listed for ₹399",4 people found this helpful,R44FOLU2LL0Z9,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,3.0,B07HVLSWPW,4
554,5.0 out of 5 stars,Value for money!!!,2019-02-19,Verified Purchase,Value for money and very good stand for your apple watch and very convenient to carry anywhere with you !!! Must have for apple watch owner looke pretty cool,2 people found this helpful,RXCLR4D88E46Y,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,2
555,5.0 out of 5 stars,Super product for super price,2019-10-10,Verified Purchase,Super fast delivery and awesome product for this price ... works with my Apple Watch series 5 / 44 mm,2 people found this helpful,R3JIM4E8N2J139,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,2
556,5.0 out of 5 stars,A winner it certainly is...,2019-11-15,Verified Purchase,What a price. And good build quality for the price it commands. Fits the Series 5 44mm perfectly. Red color looks smashing against the black apple watch. Hats off to the seller and Amazon for providing such a good product at a brilliant price.,,R1M0ITUN1VMG97,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,0
557,5.0 out of 5 stars,Best thing i bought for my Apple watch,2019-07-25,Verified Purchase,"Earlier i was lazy to charge my Apple watch. And most of the times, the watch used to run out of charge. Now with this stand, the first thing i do when i reach from office is keep my watch on the stand. It serves as a good place to keep my watch, and the charging also happens simultaneously. Excellent product! Durable.,",,R3PYUB4QQRW3L6,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,0
558,5.0 out of 5 stars,One of the best watch stand availabe for apple watch,2019-06-26,Verified Purchase,The stand for the apple watch(series 4 44mm) is perfect. It fits the magnetic charger like a glove and is perfect.,,R38BFY0PKSJB6H,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,0
559,5.0 out of 5 stars,Superb product,2018-12-23,Verified Purchase,Product is superb.. good quality..,2 people found this helpful,RCT2D87PHH18X,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,2
560,5.0 out of 5 stars,Awesome product,2019-07-09,Verified Purchase,Awesome product,3 people found this helpful,RNGNGN95E25TH,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,3
561,5.0 out of 5 stars,Good one,2019-09-05,Verified Purchase,Fits perfectly and I’m satisfied with it!.,One person found this helpful,R1BEBWORSPBEWI,,AWINNER-Compact-Stand-Compatible-iWatch,B07HVLSWPW,5.0,B07HVLSWPW,One
562,5.0 out of 5 stars,Good Quality and works well,2019-10-07,Verified Purchase,Came packaged in a strong and good box. The charger itself is of good quality and so are the provided wires. The wireless charger works fine too.  Though would have liked an additional C port with most companies moving to C ports. Otherwise overall its totally worth it.,,R1YCFPQNH64NES,,Wireless-Charging-Multiple-Organizer-Smartphones,B07H86V33N,5.0,B07H86V33N,0
563,5.0 out of 5 stars,Good solution,2019-01-31,Verified Purchase,Excellent option since the devices are too many and avoids having chargers everywhere in he hous3.,One person found this helpful,R3CCHV9GE676L7,,Wireless-Charging-Multiple-Organizer-Smartphones,B07H86V33N,5.0,B07H86V33N,One
564,5.0 out of 5 stars,A great find that does what is expected!,2019-10-06,Verified Purchase,"Absolutely good! Must have if you want to get rid of dangling wires and have multiple devices to charge, quickly. Elegant and versatile, this is a must have!",,R3BXEJ70Y4GU3L,,Wireless-Charging-Multiple-Organizer-Smartphones,B07H86V33N,5.0,B07H86V33N,0
565,5.0 out of 5 stars,Good,2019-09-01,Verified Purchase,Good product. Satisfied.,One person found this helpful,R2ZGND3XO1HQL7,,Wireless-Charging-Multiple-Organizer-Smartphones,B07H86V33N,5.0,B07H86V33N,One
566,1.0 out of 5 stars,Wast,2019-11-13,Verified Purchase,Not use,,R1ISRB3KFPG4F8,,APPLE-Watch-Users-Manual-Beginners-ebook,B07M78RRJL,1.0,B07M78RRJL,0
567,5.0 out of 5 stars,Good tweaky product!,2018-08-29,Verified Purchase,"It does what it advertises. About the test of durability, time will tell but it does its job . quality rubber but I felt the item is overpriced plus the seller included a delivery charge of 65 bucks as well which is absolutely ridiculous!",2 people found this helpful,RCVH000D8H3J6,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,5.0,B07FLP34BH,2
568,5.0 out of 5 stars,Perfect,2019-05-22,Verified Purchase,"This is ideal for my iPhone cables which always seem to be the weak link. They fit snug and hopefully prove to be useful. A lot depends on how we treat our cables, but the cord protectors are useful for identifying all my Apple cables.",,RLLURHBHNC4QD,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,5.0,B07FLP34BH,0
569,5.0 out of 5 stars,Good Solution for Iphone cable break,2019-07-22,Verified Purchase,Most of the apple cables used to get damaged on the go. I feel this would help us to overcome the issue to an extend.,,R8EBIV7Q6NXLJ,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,5.0,B07FLP34BH,0
570,4.0 out of 5 stars,So far so good...!!!,2019-02-23,Verified Purchase,"It does its job as intended, but it feels a bit over priced product... Comes in four different colours.. Only time tells the endurance of the product..",,RXU9LA7R1YBCO,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,4.0,B07FLP34BH,0
571,5.0 out of 5 stars,Good,2019-03-02,Verified Purchase,Snug fit and wonderful colors . Does what it says it would,,RZ5RWW3X985QU,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,5.0,B07FLP34BH,0
572,4.0 out of 5 stars,Worth it. Good Quality,2019-05-24,Verified Purchase,Good Quality. Good Finish. Worth it.,,R3MHFBIVNKKMG3,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,4.0,B07FLP34BH,0
573,5.0 out of 5 stars,Good buy,2019-02-19,Verified Purchase,Its effective and works well,,R1PBLLDF1HLMWA,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,5.0,B07FLP34BH,0
574,4.0 out of 5 stars,Rubber Quality above average .,2019-03-27,Verified Purchase,Rubber quality is above average but not best. Still do the job. Good buy at the price of Rs. 175/-,,RRJR4ZCISB5HU,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,4.0,B07FLP34BH,0
575,2.0 out of 5 stars,Not recommended,2019-07-25,Verified Purchase,Useless product - the spiral just doesn’t stay at the cable Joints ..it loosens in just a few days Z,,R2YOR3D74W2TWM,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,2.0,B07FLP34BH,0
576,3.0 out of 5 stars,OK kind of,2019-05-30,Verified Purchase,Fits little bulky but OK...,,REVDAJGOX34PN,,Crysendo-Flexible-Tube-Cable-Protectors,B07FLP34BH,3.0,B07FLP34BH,0
577,1.0 out of 5 stars,NOT WORTH,2019-07-03,Verified Purchase,"IT didnt work more then a month,on the site it says 6 months warranty,now when i call amazon they say they dont know how to get in touch with the manufacturers , have to seek google help to do so...then y display 6 months warranty at amazon site?had bought 3 , used only n now not working..this MTT people are just fake,,buy only frm apple stores,,lil expensive but better then all this fake stuff, n NO HELP FRM AMAZON",,R2LD57FUKKOQ7U,,MTT-Certified-Lightning-Ultra-Compact-Connector,B0748KXPFJ,1.0,B0748KXPFJ,0
578,1.0 out of 5 stars,Not working,2018-06-05,Verified Purchase,"It has stopped working within 3 months of purchase, how do I get it replaced since it’s still in warranty?Re:edit- Complained to the vendor, no response. Amazon hasn’t been much help either.Don’t buy this product, it’s a waste of money, Apple also said that this type of cable is harmful to the phone.",One person found this helpful,R1G6OONVIOGBK,,MTT-Certified-Lightning-Ultra-Compact-Connector,B0748KXPFJ,1.0,B0748KXPFJ,One
579,5.0 out of 5 stars,Good,2018-12-07,Verified Purchase,Suitable for iPhone devices,,R37HHMLWJ2WVG8,,MTT-Certified-Lightning-Ultra-Compact-Connector,B0748KXPFJ,5.0,B0748KXPFJ,0
580,1.0 out of 5 stars,Disappointed with product,2019-03-20,Verified Purchase,Product not working.  After 5 months.,,R1CETNGWU79FXO,,MTT-Certified-Lightning-Ultra-Compact-Connector,B0748KXPFJ,1.0,B0748KXPFJ,0
581,4.0 out of 5 stars,Delivers what it promises,2018-11-10,,good product. till date did not have any issue with the cable while charging my apple iPhone 8 with Mi power bank.,,R3NBHB3P0P1KL4,,MTT-Certified-Lightning-Ultra-Compact-Connector,B0748KXPFJ,4.0,B0748KXPFJ,0
582,5.0 out of 5 stars,Good one,2018-10-23,,Good one for iPhone and also value for moneye . . . . . . . . . . .,,R397CNZKVDVV80,,MTT-Certified-Lightning-Ultra-Compact-Connector,B0748KXPFJ,5.0,B0748KXPFJ,0
583,1.0 out of 5 stars,Not a charging cable ...,2018-10-12,,"It waste of money , dont buy , doesn’t charge , the quality of cable is pretty low and fragile",,R2R3B4QMXN4QZ9,,MTT-Certified-Lightning-Ultra-Compact-Connector,B0748KXPFJ,1.0,B0748KXPFJ,0
